"Revision";"guid";"link";"category";"title";"description";"pubDate"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2013-3900";"CVE";"WinVerifyTrust Signature Validation Vulnerability";"Why is Microsoft republishing a CVE from 2013?
We are republishing CVE-2013-3900 in the Security Update Guide to update the Security Updates table and to inform customers that the EnableCertPaddingCheck is available in all currently supported versions of Windows 10 and Windows 11. While the format is different from the original CVE published in 2013, the information herein remains unchanged from the original text published on December 10, 2013.
Microsoft does not plan to enforce the stricter verification behavior as a default functionality on supported releases of Microsoft Windows. This behavior remains available as an opt-in feature via reg key setting, and is available on supported editions of Windows released since December 10, 2013. This includes all currently supported versions of Windows 10 and Windows 11. The reg key already exists in Window 10 and Window 11, so no security update is required but the reg key must be set. See the Security Updates table for the list of affected software.
Vulnerability Description
A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for portable executable (PE) files. An anonymous attacker could exploit the vulnerability by modifying an existing signed executable file to leverage unverified portions of the file in such a way as to add malicious code to the file without invalidating the signature. An attacker who successfully exploited this vulnerability could take complete control of an affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
If a user is logged on with administrative user rights, an attacker who successfully exploited this vulnerability could take complete control of an affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights. Users whose accounts are configured to have fewer user rights on the system could be less impacted than users who operate with administrative user rights.
Exploitation of this vulnerability requires that a user or application run or install a specially crafted, signed PE file. An attacker could modify an existing signed file to include malicious code without invalidating the signature. This code would execute in the context of the privilege in which the signed PE file was launched.
In an email attack scenario, an attacker could exploit this vulnerability by sending a user an email message containing the specially crafted PE file and convincing the user to open the file.
In a web-based attack scenario, an attacker would have to host a website that contains a specially crafted PE file. In addition, compromised websites and websites that accept or host user-provided content could contain specially crafted content that could be used to exploit this vulnerability. An attacker would have no way to force users to visit a website that is hosting the specially crafted PE file. Instead, an attacker would have to convince users to visit the website, typically by getting them to click a link in an email message or Instant Messenger message that directs them to the attacker's website.
Update History
On December 10, 2013, Microsoft released an update for all supported releases of Microsoft Windows that changes how signatures are verified for binaries signed with the Windows Authenticode signature format. This change can be enabled on an opt-in basis. When enabled, the new behavior for Windows Authenticode signature verification will no longer allow extraneous information in the WIN_CERTIFICATE structure, and Windows will no longer recognize non-compliant binaries as signed. On July 29, 2014 Microsoft announced that it no longer plans to enforce the stricter verification behavior as a default functionality on supported releases of Microsoft Windows. To this date, it remains available as an opt-in feature in all currently supported releases of Microsoft Windows.
Recommendation. Microsoft recommends that executables authors consider conforming all signed binaries to the new verification standard by ensuring that they contain no extraneous information in the WIN_CERTIFICATE structure. Microsoft also recommends that customers appropriately test this change to evaluate how it will behave in their environments. Please see the Suggested Actions section for more information.
";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1810";"CVE";"Chromium: CVE-2023-1810 Heap buffer overflow in Visuals";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1811";"CVE";"Chromium: CVE-2023-1811 Use after free in Frames";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1812";"CVE";"Chromium: CVE-2023-1812 Out of bounds memory access in DOM Bindings";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1813";"CVE";"Chromium: CVE-2023-1813 Inappropriate implementation in Extensions";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1814";"CVE";"Chromium: CVE-2023-1814 Insufficient validation of untrusted input in Safe Browsing";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1815";"CVE";"Chromium: CVE-2023-1815 Use after free in Networking APIs";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1816";"CVE";"Chromium: CVE-2023-1816 Incorrect security UI in Picture In Picture";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1817";"CVE";"Chromium: CVE-2023-1817 Insufficient policy enforcement in Intents";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1818";"CVE";"Chromium: CVE-2023-1818 Use after free in Vulkan";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1819";"CVE";"Chromium: CVE-2023-1819 Out of bounds read in Accessibility";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1820";"CVE";"Chromium: CVE-2023-1820 Heap buffer overflow in Browser History";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1821";"CVE";"Chromium: CVE-2023-1821 Inappropriate implementation in WebShare";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1822";"CVE";"Chromium: CVE-2023-1822 Incorrect security UI in Navigation";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1823";"CVE";"Chromium: CVE-2023-1823 Inappropriate implementation in FedCM";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28284";"CVE";"Microsoft Edge (Chromium-based) Security Feature Bypass Vulnerability";"";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24935";"CVE";"Microsoft Edge (Chromium-based) Spoofing Vulnerability";"";"Thu, 06 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28301";"CVE";"Microsoft Edge (Chromium-based) Tampering Vulnerability";"";"Thu, 06 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23413";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Thu, 30 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24867";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Thu, 30 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24907";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Thu, 30 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24909";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Thu, 30 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24876";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Thu, 30 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28303";"CVE";"Windows Snipping Tool Information Disclosure Vulnerability";"";"Thu, 30 Mar 2023 07:00:00 Z"
"3.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21808";"CVE";".NET and Visual Studio Remote Code Execution Vulnerability";"";"Wed, 29 Mar 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21722";"CVE";".NET Framework Denial of Service Vulnerability";"";"Wed, 29 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33646";"CVE";"Azure Batch Node Agent Elevation of Privilege Vulnerability";"";"Wed, 29 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1528";"CVE";"Chromium: CVE-2023-1528 Use after free in Passwords";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1529";"CVE";"Chromium: CVE-2023-1529 Out of bounds memory access in WebHID";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1530";"CVE";"Chromium: CVE-2023-1530 Use after free in PDF";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1531";"CVE";"Chromium: CVE-2023-1531 Use after free in ANGLE";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1532";"CVE";"Chromium: CVE-2023-1532 Out of bounds read in GPU Video";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1533";"CVE";"Chromium: CVE-2023-1533 Use after free in WebProtect";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1534";"CVE";"Chromium: CVE-2023-1534 Out of bounds read in ANGLE";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28261";"CVE";"Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability";"";"Fri, 24 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28286";"CVE";"Microsoft Edge (Chromium-based) Security Feature Bypass Vulnerability";"";"Fri, 24 Mar 2023 07:00:00 Z"
"1.2000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37958";"CVE";"SPNEGO Extended Negotiation (NEGOEX) Security Mechanism Remote Code Execution Vulnerability";"";"Thu, 23 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41104";"CVE";"Microsoft Excel Security Feature Bypass Vulnerability";"";"Thu, 23 Mar 2023 07:00:00 Z"
"1.2000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-47211";"CVE";"Microsoft Office Graphics Remote Code Execution Vulnerability";"";"Thu, 23 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21815";"CVE";"Visual Studio Remote Code Execution Vulnerability";"";"Thu, 23 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21722";"CVE";".NET Framework Denial of Service Vulnerability";"";"Thu, 23 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23381";"CVE";"Visual Studio Remote Code Execution Vulnerability";"";"Thu, 23 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23389";"CVE";"Microsoft Defender Elevation of Privilege Vulnerability";"";"Thu, 16 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23397";"CVE";"Microsoft Outlook Elevation of Privilege Vulnerability";"";"Wed, 15 Mar 2023 07:00:00 Z"
"52.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/ADV990001";"ADV";"Latest Servicing Stack Updates";"This is a list of the latest servicing stack updates for each operating system.  This list will be updated whenever a new servicing stack update is released. It is important to install the latest servicing stack update.
";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23383";"CVE";"Service Fabric Explorer Spoofing Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23385";"CVE";"Windows Point-to-Point Protocol over Ethernet (PPPoE) Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23388";"CVE";"Windows Bluetooth Driver Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23389";"CVE";"Microsoft Defender Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23391";"CVE";"Office for Android Spoofing Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23392";"CVE";"HTTP Protocol Stack Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23393";"CVE";"Windows BrokerInfrastructure Service Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23394";"CVE";"Client Server Run-Time Subsystem (CSRSS) Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23395";"CVE";"Microsoft SharePoint Server Spoofing Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23396";"CVE";"Microsoft Excel Denial of Service Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23397";"CVE";"Microsoft Outlook Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23398";"CVE";"Microsoft Excel Spoofing Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23399";"CVE";"Microsoft Excel Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23403";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24856";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24919";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24879";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24920";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24921";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24922";"CVE";"Microsoft Dynamics 365 Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24923";"CVE";"Microsoft OneDrive for Android Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24882";"CVE";"Microsoft OneDrive for Android Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24930";"CVE";"Microsoft OneDrive for MacOS Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24891";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21708";"CVE";"Remote Procedure Call Runtime Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-22490";"CVE";"GitHub: CVE-2023-22490 mingit Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-43552";"CVE";"Open Source Curl Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23400";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23401";"CVE";"Windows Media Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23402";"CVE";"Windows Media Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23404";"CVE";"Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23405";"CVE";"Remote Procedure Call Runtime Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23406";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23407";"CVE";"Windows Point-to-Point Protocol over Ethernet (PPPoE) Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23408";"CVE";"Azure Apache Ambari?Spoofing Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23409";"CVE";"Client Server Run-Time Subsystem (CSRSS) Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23410";"CVE";"Windows HTTP.sys Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23411";"CVE";"Windows Hyper-V Denial of Service Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23412";"CVE";"Windows Accounts Picture Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23413";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23414";"CVE";"Windows Point-to-Point Protocol over Ethernet (PPPoE) Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23415";"CVE";"Internet Control Message Protocol (ICMP) Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23416";"CVE";"Windows Cryptographic Services Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23417";"CVE";"Windows Partition Management Driver Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23418";"CVE";"Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23419";"CVE";"Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23420";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23421";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23422";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23423";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
